took,timed_out,shards_total,shards_successful,shards_failed,hits_total,hits_max_score,hits_hits__index,hits_hits__type,hits_hits__id,hits_hits__score,hits_hits__source_id_quartiere,hits_hits__source_id_municipio,hits_hits__source_id_circoscrizione,hits_hits__source_ora,hits_hits__source_id_corsa,hits_hits__source_totale_rilevazioni,hits_hits__source_id_data,hits_hits__source_municipio,hits_hits__source_quartiere,hits_hits__source_flag_amtab_mezzi,hits_hits__source_data,hits_hits__source_anno,hits_hits__source_data_anno
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_14_125875_20170316",1.0,5.0,3.0,139.0,14.0,"125875",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_12_185095_20170316",1.0,4.0,3.0,227.0,12.0,"185095",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_10_144799_20170316",1.0,6.0,5.0,176.0,10.0,"144799",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_7_185073_20170316",1.0,9.0,4.0,148.0,7.0,"185073",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","3_3_93_6_163258_20170316",1.0,3.0,3.0,93.0,6.0,"163258",1.0,2.0170316E7,"MUNICIPIO N.1","III - MADONNELLA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_8_185060_20170316",1.0,10.0,4.0,227.0,8.0,"185060",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_8_185057_20170316",1.0,10.0,4.0,227.0,8.0,"185057",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","15_2_240_15_192264_20170316",1.0,15.0,2.0,240.0,15.0,"192264",1.0,2.0170316E7,"MUNICIPIO N.4","XV - CEGLIE DEL CAMPO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_176_15_184161_20170316",1.0,7.0,5.0,176.0,15.0,"184161",1.0,2.0170316E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_10_185069_20170316",1.0,9.0,4.0,148.0,10.0,"185069",2.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","3_3_93_5_163263_20170316",1.0,3.0,3.0,93.0,5.0,"163263",1.0,2.0170316E7,"MUNICIPIO N.1","III - MADONNELLA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_8_185065_20170316",1.0,9.0,4.0,148.0,8.0,"185065",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_14_144777_20170315",1.0,6.0,5.0,176.0,14.0,"144777",16.0,2.0170315E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_16_163310_20170316",1.0,5.0,3.0,139.0,16.0,"163310",2.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_21_163312_20170316",1.0,5.0,3.0,139.0,21.0,"163312",2.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_18_185092_20170316",1.0,4.0,3.0,227.0,18.0,"185092",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_19_144792_20170316",1.0,6.0,5.0,176.0,19.0,"144792",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_21_186988_20170316",1.0,8.0,5.0,151.0,21.0,"186988",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_10_185062_20170316",1.0,4.0,3.0,227.0,10.0,"185062",2.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_17_163310_20170316",1.0,5.0,3.0,139.0,17.0,"163310",2.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_10_158695_20170316",1.0,2.0,3.0,168.0,10.0,"158695",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_23_163197_20170316",1.0,2.0,3.0,168.0,23.0,"163197",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_18_184926_20170316",1.0,2.0,3.0,168.0,18.0,"184926",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_14_187009_20170316",1.0,6.0,5.0,176.0,14.0,"187009",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_18_163311_20170316",1.0,5.0,3.0,139.0,18.0,"163311",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_14_144785_20170316",1.0,6.0,5.0,176.0,14.0,"144785",10.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_13_187008_20170316",1.0,6.0,5.0,176.0,13.0,"187008",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_23_185261_20170316",1.0,8.0,5.0,151.0,23.0,"185261",2.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_22_185260_20170316",1.0,8.0,5.0,151.0,22.0,"185260",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_20_186977_20170316",1.0,8.0,5.0,151.0,20.0,"186977",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_19_163307_20170316",1.0,5.0,3.0,139.0,19.0,"163307",2.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_14_184552_20170316",1.0,2.0,3.0,168.0,14.0,"184552",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_18_184521_20170316",1.0,2.0,3.0,168.0,18.0,"184521",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_13_186848_20170316",1.0,4.0,3.0,227.0,13.0,"186848",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_11_160457_20170316",1.0,6.0,5.0,176.0,11.0,"160457",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","13_1_140_19_161428_20170316",1.0,13.0,1.0,140.0,19.0,"161428",1.0,2.0170316E7,"MUNICIPIO N.5","XIII - SANTO SPIRITO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_12_160456_20170316",1.0,6.0,5.0,176.0,12.0,"160456",1.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_8_160439_20170316",1.0,6.0,5.0,176.0,8.0,"160439",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_176_14_192262_20170316",1.0,7.0,5.0,176.0,14.0,"192262",1.0,2.0170316E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_13_124568_20170316",1.0,4.0,3.0,227.0,13.0,"124568",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_13_186851_20170316",1.0,4.0,3.0,227.0,13.0,"186851",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_9_186829_20170316",1.0,4.0,3.0,227.0,9.0,"186829",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_16_184554_20170316",1.0,2.0,3.0,168.0,16.0,"184554",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_15_160474_20170316",1.0,6.0,5.0,176.0,15.0,"160474",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_12_122105_20170316",1.0,2.0,3.0,93.0,12.0,"122105",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_11_187697_20170316",1.0,2.0,3.0,168.0,11.0,"187697",2.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_12_163290_20170316",1.0,10.0,4.0,227.0,12.0,"163290",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_9_160439_20170316",1.0,6.0,5.0,176.0,9.0,"160439",1.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_14_192133_20170316",1.0,2.0,3.0,168.0,14.0,"192133",2.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_14_192132_20170316",1.0,2.0,3.0,168.0,14.0,"192132",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_12_184532_20170316",1.0,2.0,3.0,168.0,12.0,"184532",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_12_184550_20170316",1.0,2.0,3.0,168.0,12.0,"184550",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_19_185242_20170316",1.0,8.0,5.0,151.0,19.0,"185242",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_17_186868_20170316",1.0,4.0,3.0,227.0,17.0,"186868",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_9_186831_20170316",1.0,4.0,3.0,227.0,9.0,"186831",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_10_184794_20170316",1.0,5.0,3.0,139.0,10.0,"184794",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_14_184534_20170316",1.0,2.0,3.0,168.0,14.0,"184534",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_22_184525_20170316",1.0,2.0,3.0,168.0,22.0,"184525",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_18_176942_20170316",1.0,2.0,3.0,168.0,18.0,"176942",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","12_1_140_5_187805_20170316",1.0,12.0,1.0,140.0,5.0,"187805",1.0,2.0170316E7,"MUNICIPIO N.5","XII - PALESE - MACCHIE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_17_160483_20170316",1.0,6.0,5.0,176.0,17.0,"160483",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_14_160475_20170316",1.0,6.0,5.0,176.0,14.0,"160475",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_16_160481_20170316",1.0,6.0,5.0,176.0,16.0,"160481",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_8_184793_20170316",1.0,5.0,3.0,139.0,8.0,"184793",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_19_184540_20170316",1.0,2.0,3.0,168.0,19.0,"184540",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_20_184558_20170316",1.0,2.0,3.0,168.0,20.0,"184558",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_10_122104_20170316",1.0,2.0,3.0,93.0,10.0,"122104",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_23_184586_20170316",1.0,2.0,3.0,168.0,23.0,"184586",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_20_186882_20170316",1.0,4.0,3.0,227.0,20.0,"186882",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_17_190939_20170316",1.0,9.0,4.0,148.0,17.0,"190939",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","11_4_148_23_185120_20170316",1.0,11.0,4.0,148.0,23.0,"185120",1.0,2.0170316E7,"MUNICIPIO N.3","XI - SAN PAOLO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_10_190960_20170316",1.0,9.0,4.0,148.0,10.0,"190960",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_16_190935_20170316",1.0,9.0,4.0,148.0,16.0,"190935",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_22_184543_20170316",1.0,2.0,3.0,168.0,22.0,"184543",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_19_185006_20170316",1.0,2.0,3.0,168.0,19.0,"185006",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_21_185011_20170316",1.0,2.0,3.0,168.0,21.0,"185011",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_18_122109_20170316",1.0,2.0,3.0,93.0,18.0,"122109",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_16_185091_20170316",1.0,2.0,3.0,168.0,16.0,"185091",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_20_185009_20170316",1.0,2.0,3.0,168.0,20.0,"185009",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_19_160497_20170316",1.0,6.0,5.0,176.0,19.0,"160497",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","16_2_240_6_192159_20170316",1.0,16.0,2.0,240.0,6.0,"192159",1.0,2.0170316E7,"MUNICIPIO N.4","XVI - LOSETO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_18_160489_20170316",1.0,6.0,5.0,176.0,18.0,"160489",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_18_190938_20170316",1.0,9.0,4.0,148.0,18.0,"190938",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_12_124681_20170316",1.0,4.0,3.0,227.0,12.0,"124681",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_93_18_125906_20170316",1.0,5.0,3.0,93.0,18.0,"125906",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_9_124676_20170316",1.0,4.0,3.0,227.0,9.0,"124676",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_15_184479_20170316",1.0,2.0,3.0,93.0,15.0,"184479",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_12_186847_20170316",1.0,10.0,4.0,227.0,12.0,"186847",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_22_186889_20170316",1.0,10.0,4.0,227.0,22.0,"186889",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_12_187021_20170316",1.0,5.0,3.0,139.0,12.0,"187021",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_17_192268_20170316",1.0,2.0,3.0,227.0,17.0,"192268",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_5_157732_20170316",1.0,2.0,3.0,93.0,5.0,"157732",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","12_1_140_5_184031_20170316",1.0,12.0,1.0,140.0,5.0,"184031",2.0,2.0170316E7,"MUNICIPIO N.5","XII - PALESE - MACCHIE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_8_159962_20170316",1.0,8.0,5.0,151.0,8.0,"159962",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_20_190967_20170316",1.0,4.0,3.0,227.0,20.0,"190967",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","11_4_148_17_185124_20170316",1.0,11.0,4.0,148.0,17.0,"185124",1.0,2.0170316E7,"MUNICIPIO N.3","XI - SAN PAOLO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_21_185086_20170316",1.0,2.0,3.0,168.0,21.0,"185086",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_151_17_192268_20170316",1.0,7.0,5.0,151.0,17.0,"192268",1.0,2.0170316E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_93_23_163315_20170316",1.0,5.0,3.0,93.0,23.0,"163315",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_13_159965_20170316",1.0,8.0,5.0,151.0,13.0,"159965",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_14_185233_20170315",1.0,5.0,3.0,139.0,14.0,"185233",1.0,2.0170315E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_12_190927_20170316",1.0,9.0,4.0,148.0,12.0,"190927",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
